source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O,O-O,O=O,C#O
positive,C5H11O4_001,C5H11O4,False,True,-0.36622775165348276,0.6933448727849979,0.09403736704724912,0,4,2,0,0,2,0,0
positive,C5H11O_001,C5H11O,False,True,-0.21580139934306644,0.8058953373247931,0.03767662007225585,0,4,1,0,0,0,0,0
positive,C5H11_001,C5H11,False,True,-0.17307844166562786,0.8410716371968247,0.02525822450329773,0,4,0,0,0,0,0,0
positive,C5H12O2_001,C5H12O2,False,True,-0.2696530966595553,0.7636443591720575,0.05586398895118735,0,4,1,0,0,1,0,0
positive,C5H12_001,C5H12,False,True,-0.17307844166562786,0.8410716371968247,0.02525822450329773,0,4,0,0,0,0,0,0
positive,C5H7O_001,C5H7O,False,True,-0.1925247117584558,0.8248739338663278,0.030669139039455333,0,3,0,1,1,0,0,0
positive,C5H8O_001,C5H8O,False,True,-0.1925247117584558,0.8248739338663278,0.030669139039455333,0,3,0,1,1,0,0,0
positive,C5H9O2_001,C5H9O2,False,True,-0.2452009757466728,0.7825472494190195,0.0472856987352341,0,4,1,0,1,0,0,0
positive,C5H9O2_002,C5H9O2,False,True,-0.2452009757466728,0.7825472494190195,0.0472856987352341,0,4,1,0,1,0,0,0
positive,C5H9O3_001,C5H9O3,False,True,-0.29905267306316163,0.7415203502580915,0.0668117293306997,0,4,1,0,1,1,0,0
positive,C5H9O3_002,C5H9O3,False,True,-0.29905267306316163,0.7415203502580915,0.0668117293306997,0,4,1,0,1,1,0,0
positive,C5H9O_001,C5H9O,False,True,-0.20584809303228804,0.813956712588133,0.034612104791014564,0,3,1,1,0,0,0,0
positive,C5H9O_002,C5H9O,False,True,-0.2024780180692342,0.8167044351411438,0.03359726409692717,0,4,0,0,1,0,0,0
positive,C5H9_001,C5H9,False,True,-0.16312513535484946,0.8494848811712871,0.022654800996021573,0,3,0,1,0,0,0,0
positive,C6H10O_001,C6H10O,False,True,-0.2357943221748628,0.7899431310104892,0.04412388820967651,0,4,0,1,1,0,0,0
positive,C6H11O_001,C6H11O,False,True,-0.24911770344869502,0.7794882195332777,0.048625445324603916,0,4,1,1,0,0,0,0
positive,C6H11O_002,C6H11O,False,True,-0.2457476284856412,0.7821195847244407,0.047471875360650194,0,5,0,0,1,0,0,0
positive,C6H11_001,C6H11,False,True,-0.20639474577125644,0.8135118825166607,0.03477781796247975,0,4,0,1,0,0,0,0
positive,C6H12O2_001,C6H12O2,False,True,-0.30296940076518386,0.738621697283451,0.06831861713098396,0,4,1,1,0,1,0,0
positive,C6H12O3_001,C6H12O3,False,True,-0.3423222834795686,0.7101193081048366,0.08403081553361866,0,5,1,0,1,1,0,0
positive,C6H12O_001,C6H12O,False,True,-0.2457476284856412,0.7821195847244407,0.047471875360650194,0,5,0,0,1,0,0,0
positive,C6H12O_002,C6H12O,True,True,-0.301793967436912,0.7394904082993422,0.06786524736804343,0,5,2,0,0,0,0,0
positive,C6H12_001,C6H12,False,True,-0.20639474577125644,0.8135118825166607,0.03477781796247975,0,4,0,1,0,0,0,0
